edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag
EDGE-00084,助,鋤,釒,phonophore,structural_remainder_presumed_semantic,且,2,ROOT-4E14,IMM-52A9,⿰釒助,left-right,eligible_direct,high,False,CJKVI ids-analysis: 助聲,True,助,且,釒,⿰釒助,助,釒,⿰釒助,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00965,False
EDGE-00085,且,咀,口,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰口且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,口,⿰口且,且,口,⿰口且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00132,False
EDGE-00086,且,姐,女,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰女且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,女,⿰女且,且,女,⿰女且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00133,False
EDGE-00087,且,岨,山,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰山且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,山,⿰山且,且,山,⿰山且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00134,False
EDGE-00088,且,徂,彳,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰彳且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,彳,⿰彳且,且,彳,⿰彳且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00135,False
EDGE-00089,且,怚,忄,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰忄且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,忄,⿰忄且,且,忄,⿰忄且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00136,False
EDGE-00090,且,柤,木,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰木且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,木,⿰木且,且,木,⿰木且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00137,False
EDGE-00091,査,渣,氵,phonophore,structural_remainder_presumed_semantic,査,1,ROOT-67FB,IMM-67FB,⿰氵査,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 査聲,False,査,査,氵,⿰氵査,査,氵,⿰氵査,False,,,not_applicable,No accepted mapping applied.,査,COLLAPSE-03693,False
EDGE-00092,且,殂,歹,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰歹且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,歹,⿰歹且,且,歹,⿰歹且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00138,False
EDGE-00093,且,沮,氵,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰氵且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,氵,⿰氵且,且,氵,⿰氵且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00139,False
EDGE-00094,沮,菹,艹,phonophore,structural_remainder_presumed_semantic,且,2,ROOT-4E14,IMM-6CAE,⿱艹沮,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 沮聲,True,沮,且,艹,⿱艹沮,沮,艹,⿱艹沮,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-03943,False
EDGE-00095,且,狙,犭,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰犭且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,犭,⿰犭且,且,犭,⿰犭且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00140,False
EDGE-00096,且,疽,疒,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿸疒且,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,疒,⿸疒且,且,疒,⿸疒且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00141,False
EDGE-00097,且,砠,石,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰石且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,石,⿰石且,且,石,⿰石且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00142,False
EDGE-00098,且,祖,礻,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰礻且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,礻,⿰礻且,且,礻,⿰礻且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00143,False
EDGE-00099,且,租,禾,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰禾且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,禾,⿰禾且,且,禾,⿰禾且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00144,False
EDGE-00100,租,蒩,艹,phonophore,structural_remainder_presumed_semantic,且,2,ROOT-4E14,IMM-79DF,⿱艹租,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 租聲,True,租,且,艹,⿱艹租,租,艹,⿱艹租,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-04640,False
EDGE-00101,且,粗,米,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰米且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,米,⿰米且,且,米,⿰米且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00145,False
EDGE-00102,且,組,糸,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰糸且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,糸,⿰糸且,且,糸,⿰糸且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00146,False
EDGE-00103,且,苴,艹,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿱艹且,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,艹,⿱艹且,且,艹,⿱艹且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00147,False
EDGE-00104,虘,樝,木,phonophore,structural_remainder_presumed_semantic,虘,1,ROOT-8658,IMM-8658,⿰木虘,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 虘聲,False,虘,虘,木,⿰木虘,虘,木,⿰木虘,False,,,not_applicable,No accepted mapping applied.,虘,COLLAPSE-05194,False
EDGE-00105,虘,謯,言,phonophore,structural_remainder_presumed_semantic,虘,1,ROOT-8658,IMM-8658,⿰言虘,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 虘聲,False,虘,虘,言,⿰言虘,虘,言,⿰言虘,False,,,not_applicable,No accepted mapping applied.,虘,COLLAPSE-05195,False
EDGE-00106,且,蛆,虫,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰虫且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,虫,⿰虫且,且,虫,⿰虫且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00148,False
EDGE-00107,且,詛,言,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰言且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,言,⿰言且,且,言,⿰言且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00149,False
EDGE-00108,且,趄,走,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿺走且,surround-lower-left,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,走,⿺走且,且,走,⿺走且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00150,False
EDGE-00109,且,鉏,釒,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰釒且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,釒,⿰釒且,且,釒,⿰釒且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00151,False
EDGE-00110,且,阻,阝,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰阝且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,阝,⿰阝且,且,阝,⿰阝且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00152,False
EDGE-00111,且,雎,隹,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰且隹,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,隹,⿰且隹,且,隹,⿰且隹,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00153,False
EDGE-00112,且,駔,馬,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰馬且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,馬,⿰馬且,且,馬,⿰馬且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00154,False
EDGE-00113,且,齟,齒,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰齒且,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,齒,⿰齒且,且,齒,⿰齒且,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00155,False
EDGE-00114,世,抴,扌,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰扌世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,扌,⿰扌世,世,扌,⿰扌世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00161,False
EDGE-00115,世,泄,氵,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰氵世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,氵,⿰氵世,世,氵,⿰氵世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00162,False
EDGE-00116,世,紲,糸,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰糸世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,糸,⿰糸世,世,糸,⿰糸世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00163,False
EDGE-00117,世,詍,言,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰言世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,言,⿰言世,世,言,⿰言世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00164,False
EDGE-00118,世,貰,貝,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿱世貝,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,貝,⿱世貝,世,貝,⿱世貝,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00165,False
EDGE-00119,貰,勩,力,phonophore,structural_remainder_presumed_semantic,世,2,ROOT-4E16,IMM-8CB0,⿰貰力,left-right,eligible_direct,high,False,CJKVI ids-analysis: 貰聲,True,貰,世,力,⿰貰力,貰,力,⿰貰力,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-05407,False
EDGE-00120,世,跇,𧾷,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰𧾷世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,𧾷,⿰𧾷世,世,𧾷,⿰𧾷世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00166,False
EDGE-00121,世,迣,辶,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿺辶世,surround-lower-left,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,辶,⿺辶世,世,辶,⿺辶世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00167,False
EDGE-00122,世,齛,齒,phonophore,structural_remainder_presumed_semantic,世,1,ROOT-4E16,IMM-4E16,⿰齒世,left-right,eligible_direct,high,False,CJKVI ids-analysis: 世聲,True,世,世,齒,⿰齒世,世,齒,⿰齒世,False,,,not_applicable,No accepted mapping applied.,世,COLLAPSE-00168,False
EDGE-00123,丙,怲,忄,phonophore,structural_remainder_presumed_semantic,丙,1,ROOT-4E19,IMM-4E19,⿰忄丙,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丙聲,True,丙,丙,忄,⿰忄丙,丙,忄,⿰忄丙,False,,,not_applicable,No accepted mapping applied.,丙,COLLAPSE-00171,False
EDGE-00124,丙,柄,木,phonophore,structural_remainder_presumed_semantic,丙,1,ROOT-4E19,IMM-4E19,⿰木丙,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丙聲,True,丙,丙,木,⿰木丙,丙,木,⿰木丙,False,,,not_applicable,No accepted mapping applied.,丙,COLLAPSE-00172,False
EDGE-00125,丙,炳,火,phonophore,structural_remainder_presumed_semantic,丙,1,ROOT-4E19,IMM-4E19,⿰火丙,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丙聲,True,丙,丙,火,⿰火丙,丙,火,⿰火丙,False,,,not_applicable,No accepted mapping applied.,丙,COLLAPSE-00173,False
EDGE-00126,丙,病,疒,phonophore,structural_remainder_presumed_semantic,丙,1,ROOT-4E19,IMM-4E19,⿸疒丙,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 丙聲,True,丙,丙,疒,⿸疒丙,丙,疒,⿸疒丙,False,,,not_applicable,No accepted mapping applied.,丙,COLLAPSE-00174,False
EDGE-00127,丙,邴,阝,phonophore,structural_remainder_presumed_semantic,丙,1,ROOT-4E19,IMM-4E19,⿰丙阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丙聲,True,丙,丙,阝,⿰丙阝,丙,阝,⿰丙阝,False,,,not_applicable,No accepted mapping applied.,丙,COLLAPSE-00175,False
EDGE-00128,平,坪,土,phonophore_and_semantic,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰土平,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 平亦聲,True,平,平,土,⿰土平,平,土,⿰土平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02770,False
EDGE-00129,平,怦,忄,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰忄平,left-right,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,忄,⿰忄平,平,忄,⿰忄平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02771,False
EDGE-00130,平,抨,扌,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰扌平,left-right,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,扌,⿰扌平,平,扌,⿰扌平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02772,False
EDGE-00131,平,枰,木,phonophore_and_semantic,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰木平,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 平亦聲,True,平,平,木,⿰木平,平,木,⿰木平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02773,False
EDGE-00132,平,泙,氵,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰氵平,left-right,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,氵,⿰氵平,平,氵,⿰氵平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02774,False
EDGE-00133,泙,萍,艹,phonophore,structural_remainder_presumed_semantic,平,2,ROOT-5E73,IMM-6CD9,⿱艹泙,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 泙聲,True,泙,平,艹,⿱艹泙,泙,艹,⿱艹泙,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-03950,False
EDGE-00134,平,秤,禾,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰禾平,left-right,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,禾,⿰禾平,平,禾,⿰禾平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02775,False
EDGE-00135,平,苹,艹,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿱艹平,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,艹,⿱艹平,平,艹,⿱艹平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02776,False
EDGE-00136,平,評,言,phonophore,structural_remainder_presumed_semantic,平,1,ROOT-5E73,IMM-5E73,⿰言平,left-right,eligible_direct,high,False,CJKVI ids-analysis: 平聲,True,平,平,言,⿰言平,平,言,⿰言平,False,,,not_applicable,No accepted mapping applied.,平,COLLAPSE-02777,False
EDGE-00137,丞,拯,扌,phonophore,structural_remainder_presumed_semantic,丞,1,ROOT-4E1E,IMM-4E1E,⿰扌丞,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丞聲,True,丞,丞,扌,⿰扌丞,丞,扌,⿰扌丞,False,,,not_applicable,No accepted mapping applied.,丞,COLLAPSE-00176,False
EDGE-00138,丞,烝,灬,phonophore,structural_remainder_presumed_semantic,丞,1,ROOT-4E1E,IMM-4E1E,⿱丞灬,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 丞聲,True,丞,丞,灬,⿱丞灬,丞,灬,⿱丞灬,False,,,not_applicable,No accepted mapping applied.,丞,COLLAPSE-00177,False
EDGE-00139,烝,蒸,艹,phonophore,structural_remainder_presumed_semantic,丞,2,ROOT-4E1E,IMM-70DD,⿱艹烝,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 烝聲,True,烝,丞,艹,⿱艹烝,烝,艹,⿱艹烝,False,,,not_applicable,No accepted mapping applied.,丞,COLLAPSE-04004,False
EDGE-00140,丞,脀,⺝,phonophore,structural_remainder_presumed_semantic,丞,1,ROOT-4E1E,IMM-4E1E,⿱丞⺝,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 丞聲,True,丞,丞,⺝,⿱丞⺝,丞,⺝,⿱丞⺝,False,,,not_applicable,No accepted mapping applied.,丞,COLLAPSE-00178,False
EDGE-00141,丘,蚯,虫,phonophore,structural_remainder_presumed_semantic,丘,1,ROOT-4E18,IMM-4E18,⿰虫丘,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丘聲,True,丘,丘,虫,⿰虫丘,丘,虫,⿰虫丘,False,,,not_applicable,No accepted mapping applied.,丘,COLLAPSE-00169,False
EDGE-00142,丘,邱,阝,phonophore,structural_remainder_presumed_semantic,丘,1,ROOT-4E18,IMM-4E18,⿰丘阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丘聲,True,丘,丘,阝,⿰丘阝,丘,阝,⿰丘阝,False,,,not_applicable,No accepted mapping applied.,丘,COLLAPSE-00170,False
EDGE-00143,𠁁,斲,斤,phonophore,structural_remainder_presumed_semantic,𠁁,1,ROOT-20041,IMM-20041,⿰𠁁斤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 𠁁聲,False,𠁁,𠁁,斤,⿰𠁁斤,𠁁,斤,⿰𠁁斤,False,,,not_applicable,No accepted mapping applied.,𠁁,COLLAPSE-06056,False
EDGE-00144,丩,叫,口,phonophore,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿰口丩,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丩聲,False,丩,丩,口,⿰口丩,丩,口,⿰口丩,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00180,False
EDGE-00145,丩,嘂,㗊,phonophore,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿴㗊丩,enclosure,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丩聲,False,丩,丩,㗊,⿴㗊丩,丩,㗊,⿴㗊丩,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00181,False
EDGE-00146,丩,收,攵,phonophore,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿰丩攵,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丩聲,False,丩,丩,攵,⿰丩攵,丩,攵,⿰丩攵,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00182,False
EDGE-00147,收,荍,艹,phonophore,structural_remainder_presumed_semantic,丩,2,ROOT-4E29,IMM-6536,⿱艹收,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 收聲,True,收,收,艹,⿱艹收,收,艹,⿱艹收,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-03175,False
EDGE-00148,丩,朻,木,phonophore_and_semantic,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿰木丩,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 丩亦聲,False,丩,丩,木,⿰木丩,丩,木,⿰木丩,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00183,False
EDGE-00149,丩,糾,糸,phonophore_and_semantic,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿰糸丩,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 丩亦聲,False,丩,丩,糸,⿰糸丩,丩,糸,⿰糸丩,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00184,False
EDGE-00150,丩,虯,虫,phonophore,structural_remainder_presumed_semantic,丩,1,ROOT-4E29,IMM-4E29,⿰虫丩,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丩聲,False,丩,丩,虫,⿰虫丩,丩,虫,⿰虫丩,False,,,not_applicable,No accepted mapping applied.,丩,COLLAPSE-00185,False
