edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-00473,餃,交,飠,食,16,6,0,0,-412.0625
EDGE-02455,蛺,夾,虫,虫,16,6,0,0,-415.0625
EDGE-04713,證,登,言,言,16,6,0,0,-467.5625
EDGE-05679,欒,䜌,木,木,16,6,0,0,-467.6875
EDGE-03379,幗,國,巾,巾,16,6,0,0,-469.1875
EDGE-02096,澡,喿,氵,水,16,6,0,0,-469.5625
EDGE-00240,誕,延,言,言,16,6,0,0,-476.625
EDGE-02114,韋,囗,舛,舛,16,6,0,0,-476.9375
EDGE-00670,輪,侖,車,車,16,6,0,0,-478.25
EDGE-01943,鮦,同,魚,魚,8,6,0,0,-479.75
EDGE-01777,鈷,古,釒,金,16,6,0,0,-488.0625
EDGE-02674,捋,寽,扌,手,8,6,0,0,-491.0
EDGE-05389,涂,余,氵,水,16,6,0,0,-502.4375
EDGE-03727,狼,良,犭,犬,16,6,0,0,-515.6875
EDGE-02123,諱,韋,言,言,16,6,0,0,-517.625
EDGE-01546,紬,由,糸,糸,8,6,0,0,-522.0
EDGE-02555,螻,婁,虫,虫,16,6,0,0,-528.4375
EDGE-05401,蜍,余,虫,虫,16,6,0,0,-541.3125
EDGE-01237,掏,匋,扌,手,8,6,0,0,-560.125
EDGE-02766,幄,屋,巾,巾,16,6,0,0,-561.1875
EDGE-00590,妣,比,女,女,16,6,0,0,-565.9375
EDGE-02129,損,員,扌,手,16,6,0,0,-584.625
EDGE-00523,袗,㐱,衤,衣,8,6,0,0,-587.5
EDGE-01868,灌,雚,氵,水,16,6,0,0,-589.875
EDGE-01617,右,又,口,口,16,6,0,0,-592.1875
EDGE-02958,杞,己,木,木,16,6,0,0,-592.625
EDGE-02693,磚,專,石,石,16,6,0,0,-594.8125
EDGE-01939,胴,同,肉,肉,16,6,0,0,-613.75
EDGE-00983,賺,兼,貝,貝,16,6,0,0,-620.3125
EDGE-01855,鉻,各,釒,金,16,6,0,0,-632.1875
EDGE-04106,柢,氐,木,木,16,6,0,0,-632.75
EDGE-01206,賊,則,戈,戈,16,6,0,0,-641.875
EDGE-02308,勁,巠,力,力,16,6,0,1,-646.9375
EDGE-04710,燈,登,火,火,16,6,0,0,-656.25
EDGE-02984,皴,夋,皮,皮,16,6,0,0,-657.4375
EDGE-05425,磐,般,石,石,8,6,0,0,-659.875
EDGE-01758,枯,古,木,木,16,6,0,0,-663.6875
EDGE-02617,鴕,它,鳥,鳥,16,6,0,0,-665.125
EDGE-03898,窠,果,穴,穴,16,6,0,0,-667.0625
EDGE-03804,沫,末,氵,水,8,6,0,0,-676.75
EDGE-02426,殃,央,歹,歹,16,6,0,0,-677.0
EDGE-03341,機,幾,木,木,16,6,0,0,-680.3125
EDGE-02171,聰,悤,耳,耳,8,6,0,0,-682.125
EDGE-03765,潛,朁,氵,水,16,6,0,0,-692.125
EDGE-03755,層,曾,尸,尸,16,6,0,0,-698.8125
EDGE-05773,壁,辟,土,土,16,6,0,0,-726.4375
EDGE-03039,把,巴,扌,手,16,6,0,0,-732.75
EDGE-03901,裹,果,衣,衣,16,6,0,0,-746.125
EDGE-05318,蛭,至,虫,虫,16,6,0,0,-747.4375
EDGE-00382,跨,夸,𧾷,足,16,6,0,0,-756.0
EDGE-00427,臍,齊,肉,肉,16,6,0,0,-758.9375
EDGE-03044,笆,巴,竹,竹,16,6,0,0,-770.75
EDGE-02672,吋,肘,口,口,16,6,0,0,-771.75
EDGE-04972,笠,立,竹,竹,16,6,0,0,-776.375
EDGE-04278,媛,爰,女,女,16,6,0,0,-784.6875
EDGE-03051,鈀,巴,釒,金,8,6,0,0,-799.375
EDGE-03930,獺,賴,犭,犬,16,6,0,0,-801.4375
EDGE-05181,緞,段,糸,糸,8,6,0,0,-807.75
EDGE-01458,絆,半,糸,糸,16,6,0,0,-816.8125
EDGE-03780,膾,會,肉,肉,16,6,0,0,-817.375
EDGE-03461,豉,支,豆,豆,16,6,0,0,-819.625
EDGE-00850,栓,全,木,木,16,6,0,0,-849.625
EDGE-03032,飴,台,飠,食,16,6,0,0,-855.625
EDGE-03643,棍,昆,木,木,16,6,0,0,-865.8125
EDGE-00691,槍,倉,木,木,16,6,0,0,-877.0625
EDGE-03663,埸,易,土,土,16,6,0,0,-884.8125
EDGE-04591,騁,甹,馬,馬,8,6,0,0,-886.75
EDGE-05224,筆,聿,竹,竹,16,6,0,0,-901.4375
EDGE-03797,妹,未,女,女,16,6,0,0,-914.3125
EDGE-03671,場,昜,土,土,16,6,0,0,-953.5625
EDGE-05846,響,鄉,音,音,8,6,0,0,-1015.75
EDGE-00525,趁,㐱,走,走,16,6,0,0,-1042.75
EDGE-02244,街,圭,行,行,16,6,0,0,-1105.6875
EDGE-00002,歲,戌,步,步,16,6,0,0,-1128.125
EDGE-04237,瞭,尞,目,目,8,6,0,0,-1295.625
EDGE-04735,嗌,益,口,口,8,6,0,0,-1299.625
EDGE-02559,髏,婁,骨,骨,16,6,0,0,-1316.3125
EDGE-00419,暄,宣,日,日,8,5,0,0,2016.75
EDGE-06142,魯,魚,曰,曰,8,5,0,0,1666.375
EDGE-03337,鉞,戉,釒,金,8,5,0,0,1342.375
EDGE-04626,彊,畺,弓,弓,8,5,0,0,1322.0
EDGE-05540,戁,難,心,心,8,5,0,0,1136.0
EDGE-01947,銘,名,釒,金,8,5,0,0,1085.75
EDGE-02136,徊,回,彳,彳,8,5,0,0,1072.625
EDGE-02470,煥,奐,火,火,16,5,0,0,928.9375
EDGE-06140,穌,魚,禾,禾,8,5,0,0,911.5
EDGE-05149,耎,而,大,大,8,5,0,0,837.125
EDGE-02605,貯,宁,貝,貝,8,5,0,0,809.0
EDGE-04228,褽,熨,衣,衣,8,5,0,0,800.0
EDGE-02978,晙,夋,日,日,8,5,0,0,795.125
EDGE-00287,頵,君,頁,頁,8,5,0,0,759.625
EDGE-03628,侚,旬,亻,人,8,5,0,0,735.25
EDGE-03546,磅,旁,石,石,16,5,0,0,724.1875
EDGE-03199,貣,弋,貝,貝,8,5,0,0,718.875
EDGE-03150,溏,唐,氵,水,8,5,0,0,712.75
EDGE-04638,藟,畾,艹,艸,8,5,0,0,701.875
EDGE-04856,擬,疑,扌,手,8,5,0,0,698.625
EDGE-02586,莩,孚,艹,艸,8,5,0,0,694.125
EDGE-00693,瑲,倉,王,玉,8,5,0,0,692.0
EDGE-02416,殀,夭,歹,歹,8,5,0,0,659.25
EDGE-04966,蓁,秦,艹,艸,8,5,0,0,654.5
EDGE-04870,薙,雉,艹,艸,8,5,0,0,645.125
EDGE-03502,昕,斤,日,日,8,5,0,0,643.25
EDGE-02147,緦,思,糸,糸,8,5,0,0,626.75
EDGE-00487,胲,亥,肉,肉,8,5,0,0,612.875
EDGE-04422,黶,厭,黑,黑,8,5,0,0,605.5
EDGE-03481,螯,敖,虫,虫,8,5,0,0,602.5
EDGE-06173,湞,貞,氵,水,8,5,0,0,597.125
EDGE-04741,鷁,益,鳥,鳥,8,5,0,0,587.0
EDGE-05740,瓚,贊,王,玉,8,5,0,0,576.625
EDGE-00116,紲,世,糸,糸,8,5,0,0,557.75
EDGE-05179,毈,段,卵,卵,8,5,0,0,551.5
EDGE-03412,楄,扁,木,木,8,5,0,0,545.25
EDGE-03604,儃,亶,亻,人,8,5,0,0,538.375
EDGE-04140,俅,求,亻,人,8,5,0,0,537.125
EDGE-04491,菁,青,艹,艸,8,5,0,0,535.375
EDGE-05835,挹,邑,扌,手,8,5,0,0,514.875
EDGE-05996,貜,矍,豸,豸,8,5,0,0,514.5
EDGE-04647,胥,疋,肉,肉,8,5,0,0,512.125
EDGE-02638,琯,官,王,玉,8,5,0,0,501.875
EDGE-03352,硪,我,石,石,8,5,0,0,500.0
EDGE-06157,儷,麗,亻,人,8,5,0,0,490.5
EDGE-04683,熠,習,火,火,8,5,0,0,486.375
EDGE-05700,涿,豖,氵,水,8,5,0,0,486.0
EDGE-04084,芼,毛,艹,艸,8,5,0,0,485.125
EDGE-01057,紞,冘,糸,糸,8,5,0,0,479.375
EDGE-04795,蹎,眞,𧾷,足,8,5,0,0,478.25
EDGE-03639,荀,旬,艹,艸,8,5,0,0,468.25
EDGE-05021,綦,其,糸,糸,8,5,0,0,455.75
EDGE-00521,紾,㐱,糸,糸,8,5,0,0,442.875
EDGE-02128,圓,員,囗,囗,8,5,0,0,440.875
EDGE-00763,詵,先,言,言,8,5,0,0,436.0
EDGE-01900,荅,合,艹,艸,8,5,0,0,421.625
EDGE-00425,櫅,齊,木,木,8,5,0,0,421.0
EDGE-01284,雊,句,隹,隹,8,5,0,0,411.875
EDGE-00984,鎌,兼,釒,金,8,5,0,0,402.125
EDGE-01568,詭,危,言,言,8,5,0,0,398.75
EDGE-00599,貔,𣬉,豸,豸,8,5,0,0,398.5
EDGE-00595,媲,𣬉,女,女,8,5,0,0,390.625
EDGE-01554,釉,由,釆,釆,8,5,0,0,383.75
EDGE-03990,嘸,無,口,口,8,5,0,0,378.25
EDGE-05587,歜,蜀,欠,欠,8,5,0,0,345.375
EDGE-03368,琖,戔,王,玉,8,5,0,0,344.625
EDGE-01693,畷,叕,田,田,8,5,0,0,338.75
EDGE-03397,瀸,韱,氵,水,8,5,0,0,338.0
EDGE-04853,儗,疑,亻,人,8,5,0,0,330.375
EDGE-00422,諠,宣,言,言,8,5,0,0,327.75
EDGE-04362,纕,襄,糸,糸,8,5,0,0,321.375
EDGE-00631,瓴,令,瓦,瓦,8,5,0,0,321.25
EDGE-05113,嘐,翏,口,口,8,5,0,0,321.125
EDGE-02086,禱,壽,礻,示,8,5,0,0,317.375
EDGE-06183,櫳,龍,木,木,8,5,0,0,315.125
EDGE-00513,黲,參,黑,黑,8,5,0,0,308.125
EDGE-04361,穰,襄,禾,禾,8,5,0,0,303.625
EDGE-02923,釭,工,釒,金,8,5,0,0,301.0
EDGE-04007,沚,止,氵,水,8,5,0,0,299.625
EDGE-03017,枲,台,木,木,8,5,0,0,291.5
EDGE-04934,蠣,厲,虫,虫,8,5,0,0,290.0
EDGE-01797,徛,奇,彳,彳,8,5,0,0,289.25
EDGE-03683,煬,昜,火,火,16,5,0,0,288.625
EDGE-04860,戣,癸,戈,戈,8,5,0,0,283.625
EDGE-04682,槢,習,木,木,8,5,0,0,264.25
EDGE-01325,麴,匊,麥,麥,8,5,0,0,262.125
EDGE-05124,穋,翏,禾,禾,8,5,0,0,261.75
EDGE-03528,塹,斬,土,土,16,5,0,0,249.0
EDGE-01760,盬,古,鹽,鹽,8,5,0,0,248.0
EDGE-04261,穮,麃,禾,禾,8,5,0,0,246.0
EDGE-04239,轑,尞,車,車,8,5,0,0,245.875
EDGE-02647,夤,寅,夕,夕,8,5,0,0,245.75
EDGE-01042,樠,㒼,木,木,8,5,0,0,244.625
EDGE-06043,棐,非,木,木,8,5,0,0,240.875
EDGE-03909,揲,枼,扌,手,8,5,0,0,240.75
EDGE-00719,歛,僉,欠,欠,8,5,0,0,239.25
EDGE-04920,螭,离,虫,虫,8,5,0,0,238.5
EDGE-05895,豢,𠔉,豕,豕,8,5,0,0,235.0
EDGE-05365,慆,舀,忄,心,8,5,0,0,234.875
EDGE-01223,扐,力,扌,手,8,5,0,0,234.625
EDGE-00114,抴,世,扌,手,8,5,0,0,232.5
EDGE-00163,猰,契,犭,犬,8,5,0,0,228.0
EDGE-03645,焜,昆,火,火,8,5,0,0,228.0
EDGE-00834,鶡,曷,鳥,鳥,8,5,0,0,225.75
EDGE-00057,抔,不,扌,手,8,5,0,0,219.75
EDGE-02486,閹,奄,門,門,8,5,0,0,206.125
EDGE-00508,篸,參,竹,竹,8,5,0,0,198.5
EDGE-01886,渰,弇,氵,水,8,5,0,0,194.25
EDGE-02579,桴,孚,木,木,8,5,0,0,193.75
EDGE-05077,瀁,養,氵,水,8,5,0,0,186.875
EDGE-03617,鸇,亶,鳥,鳥,8,5,0,0,183.5
EDGE-03557,芳,方,艹,艸,8,5,0,0,176.0
EDGE-00378,摦,瓠,扌,手,8,5,0,0,171.25
EDGE-02441,桋,夷,木,木,8,5,0,0,171.0
EDGE-03172,鞬,建,革,革,8,5,0,0,163.25
EDGE-03238,綈,弟,糸,糸,8,5,0,0,158.25
EDGE-03034,鮐,台,魚,魚,8,5,0,0,157.75
EDGE-01687,剟,叕,刂,刀,8,5,0,0,156.375
EDGE-01006,咼,冎,口,口,8,5,0,0,156.25
EDGE-05227,橚,肅,木,木,8,5,0,0,156.25
EDGE-03725,桹,良,木,木,8,5,0,0,152.375
EDGE-01383,茈,此,艹,艸,8,5,0,0,149.75
EDGE-03655,菖,昌,艹,艸,8,5,0,0,145.25
EDGE-00838,甿,亡,田,田,8,5,0,0,145.125
EDGE-00806,曷,匃,曰,曰,16,5,0,0,142.625
EDGE-05899,惓,卷,忄,心,8,5,0,0,139.375
EDGE-04896,楀,禹,木,木,8,5,0,0,137.125
EDGE-00978,溓,兼,氵,水,8,5,0,0,136.375
EDGE-00516,沴,㐱,氵,水,8,5,0,0,131.125
EDGE-00989,扃,冋,戶,戶,8,5,0,0,130.875
EDGE-00307,氿,九,氵,水,8,5,0,0,128.5
EDGE-03244,搦,弱,扌,手,8,5,0,0,127.125
EDGE-01173,枌,分,木,木,8,5,0,0,121.25
EDGE-05397,稌,余,禾,禾,8,5,0,0,120.125
EDGE-01077,鳧,几,鳥,鳥,16,5,0,0,113.3125
EDGE-04857,礙,疑,石,石,8,5,0,0,111.75
EDGE-01431,貙,區,豸,豸,8,5,0,0,109.0
EDGE-04793,瑱,眞,王,玉,8,5,0,0,106.5
EDGE-03750,鬘,曼,髟,髟,8,5,0,0,105.75
EDGE-00059,罘,不,罒,网,8,5,0,0,104.875
EDGE-01816,珂,可,王,玉,16,5,0,1,100.25
EDGE-01623,僦,就,亻,人,8,5,0,0,96.625
EDGE-02511,挐,如,手,手,8,5,0,0,94.375
EDGE-01585,縓,原,糸,糸,8,5,0,0,90.125
EDGE-04282,湲,爰,氵,水,8,5,0,0,88.25
EDGE-06004,噍,焦,口,口,8,5,0,0,85.125
EDGE-04965,臻,秦,至,至,8,5,0,0,83.625
EDGE-05581,噣,蜀,口,口,8,5,0,0,81.5
EDGE-02487,黤,奄,黑,黑,8,5,0,0,79.625
EDGE-00577,价,介,亻,人,8,5,0,0,78.625
EDGE-01720,椵,叚,木,木,8,5,0,0,75.25
EDGE-05190,佴,耳,亻,人,8,5,0,0,73.625
EDGE-00547,淰,念,氵,水,8,5,0,0,71.75
EDGE-01665,昄,反,日,日,8,5,0,0,71.25
EDGE-00783,猊,兒,犭,犬,8,5,0,0,62.375
EDGE-02088,翿,壽,羽,羽,8,5,0,0,59.375
EDGE-03583,諸,者,言,言,16,5,0,0,56.4375
EDGE-05325,啗,臽,口,口,16,5,0,0,47.6875
EDGE-02530,挼,妥,扌,手,8,5,0,0,46.375
EDGE-02700,鱄,專,魚,魚,8,5,0,0,41.375
EDGE-04845,鷸,矞,鳥,鳥,8,5,0,0,33.25
EDGE-03513,芹,斤,艹,艸,8,5,0,0,32.375
EDGE-06007,燋,焦,火,火,8,5,0,0,29.125
EDGE-01129,到,刀,至,至,16,5,0,0,27.5
EDGE-01783,軹,只,車,車,8,5,0,0,25.875
EDGE-03647,緄,昆,糸,糸,8,5,0,0,25.5
EDGE-03334,狘,戉,犭,犬,8,5,0,0,22.875
EDGE-04348,豨,希,豕,豕,8,5,0,0,20.25
EDGE-02280,蕘,堯,艹,艸,8,5,0,0,16.75
EDGE-04555,蒲,浦,艹,艸,8,5,0,0,15.125
EDGE-04906,嵎,禺,山,山,16,5,0,0,14.4375
EDGE-05193,濈,戢,氵,水,8,5,0,0,13.875
EDGE-02801,緁,疌,糸,糸,8,5,0,0,12.625
EDGE-00488,荄,亥,艹,艸,8,5,0,0,11.625
EDGE-02688,團,專,囗,囗,8,5,0,0,11.375
EDGE-02121,葦,韋,艹,艸,8,5,0,0,9.875
EDGE-03008,船,㕣,舟,舟,16,5,0,2,6.375
EDGE-03176,噂,尊,口,口,8,5,0,0,3.0
EDGE-01321,菊,匊,艹,艸,8,5,0,0,2.125
EDGE-00778,鞔,免,革,革,8,5,0,0,1.375
EDGE-02501,弩,奴,弓,弓,16,5,0,0,0.25
EDGE-01873,蠸,雚,虫,虫,8,5,0,0,0.0
EDGE-02873,甾,𡿧,田,田,8,5,0,0,-0.75
EDGE-05082,蘀,擇,艹,艸,8,5,0,0,-4.75
EDGE-04114,袛,氐,衤,衣,8,5,0,0,-5.625
EDGE-04198,棪,炎,木,木,8,5,0,0,-8.0
EDGE-02623,頞,安,頁,頁,8,5,0,0,-11.5
EDGE-04113,蚳,氐,虫,虫,8,5,0,0,-16.5
EDGE-01266,怐,句,忄,心,8,5,0,0,-19.125
EDGE-05556,瀘,盧,氵,水,16,5,0,0,-22.3125
EDGE-00902,蓊,翁,艹,艸,8,5,0,0,-23.25
EDGE-03638,絢,旬,糸,糸,16,5,0,0,-30.125
EDGE-05454,騶,芻,馬,馬,8,5,0,0,-31.875
EDGE-00383,杇,亏,木,木,8,5,0,0,-33.75
EDGE-05855,猷,酋,犬,犬,8,5,0,0,-34.25
EDGE-06040,扉,非,戶,戶,16,5,0,0,-37.125
EDGE-00150,虯,丩,虫,虫,16,5,0,0,-41.4375
EDGE-04099,軝,氏,車,車,8,5,0,0,-46.625
EDGE-02538,霎,妾,雨,雨,8,5,0,0,-48.5
EDGE-02271,曉,堯,日,日,16,5,0,0,-56.3125
EDGE-03821,殊,朱,歹,歹,16,5,0,0,-57.4375
EDGE-05233,鷫,肅,鳥,鳥,8,5,0,0,-58.375
EDGE-01644,鏗,堅,釒,金,16,5,0,0,-58.625
EDGE-02876,錙,甾,釒,金,16,5,0,0,-59.375
EDGE-05857,蝤,酋,虫,虫,8,5,0,0,-67.5
EDGE-04939,矮,委,矢,矢,16,5,0,0,-67.6875
EDGE-04566,鯆,甫,魚,魚,8,5,0,0,-70.375
EDGE-02051,諴,咸,言,言,8,5,0,0,-76.25
EDGE-03482,謷,敖,言,言,8,5,0,0,-83.0
EDGE-04131,汽,气,氵,水,8,5,0,0,-87.25
EDGE-01841,茖,各,艹,艸,8,5,0,0,-97.5
EDGE-02750,哤,尨,口,口,8,5,0,0,-99.0
EDGE-04668,帛,白,巾,巾,16,5,0,0,-99.9375
EDGE-04839,潏,矞,氵,水,8,5,0,0,-103.875
EDGE-02953,屺,己,山,山,8,5,0,0,-108.0
EDGE-05854,蕕,猶,艹,艸,8,5,0,0,-108.0
EDGE-02867,訓,川,言,言,16,5,0,0,-109.0625
EDGE-05252,涓,肙,氵,水,16,5,0,0,-109.25
EDGE-04145,球,求,王,玉,8,5,0,0,-109.625
EDGE-01739,釦,口,釒,金,8,5,0,0,-112.25
EDGE-00103,苴,且,艹,艸,8,5,0,0,-115.625
EDGE-05461,慝,匿,心,心,8,5,0,0,-119.5
EDGE-05012,澌,斯,氵,水,8,5,0,0,-120.375
EDGE-03585,藷,諸,艹,艸,8,5,0,0,-122.125
EDGE-06200,鶖,秋,鳥,鳥,8,5,0,0,-122.875
EDGE-06046,翡,非,羽,羽,16,5,0,0,-124.25
EDGE-03040,杷,巴,木,木,16,5,0,0,-127.1875
EDGE-01993,浩,告,氵,水,16,5,0,0,-129.375
EDGE-04339,斧,父,斤,斤,16,5,0,3,-130.0625
EDGE-04660,鱖,厥,魚,魚,16,5,0,0,-132.6875
EDGE-05656,薢,解,艹,艸,8,5,0,0,-136.5
EDGE-04550,鎛,尃,釒,金,8,5,0,0,-137.25
EDGE-00158,衷,中,衣,衣,16,5,0,0,-140.0
EDGE-05018,淇,其,氵,水,16,5,0,0,-147.625
EDGE-04382,斨,爿,斤,斤,8,5,0,0,-148.875
EDGE-04785,壞,褱,土,土,8,5,0,0,-149.0
EDGE-01286,鴝,句,鳥,鳥,16,5,0,0,-153.0
EDGE-04210,錟,炎,釒,金,8,5,0,0,-153.25
EDGE-04963,榛,秦,木,木,8,5,0,0,-157.875
EDGE-02776,懁,睘,忄,心,8,5,0,0,-158.25
EDGE-02848,鶚,咢,鳥,鳥,8,5,0,0,-163.375
EDGE-02233,洼,圭,氵,水,8,5,0,0,-164.875
EDGE-05669,襜,詹,衤,衣,8,5,0,0,-164.875
EDGE-02866,紃,川,糸,糸,8,5,0,0,-165.5
EDGE-02314,經,巠,糸,糸,16,5,0,0,-168.125
EDGE-01973,棠,尚,木,木,16,5,0,0,-172.5
EDGE-01913,鴿,合,鳥,鳥,16,5,0,0,-178.625
EDGE-03957,嘛,麻,口,口,16,5,0,0,-180.5625
EDGE-04604,福,畐,礻,示,16,5,0,0,-184.3125
EDGE-05355,萸,臾,艹,艸,8,5,0,0,-195.0
EDGE-04411,黻,犮,黹,黹,16,5,0,0,-202.0
EDGE-00917,藚,𧶠,艹,艸,8,5,0,0,-207.375
EDGE-05881,皤,番,白,白,16,5,0,0,-207.4375
EDGE-02070,憚,單,忄,心,16,5,0,0,-208.9375
EDGE-06204,蘥,龠,艹,艸,8,5,0,0,-209.0
EDGE-05541,攤,難,扌,手,8,5,0,0,-210.375
EDGE-05171,磑,豈,石,石,8,5,0,0,-210.75
EDGE-05853,猶,酋,犭,犬,8,5,0,0,-212.5
EDGE-02127,勛,員,力,力,16,5,0,0,-215.1875
EDGE-05924,帳,長,巾,巾,16,5,0,0,-217.6875
EDGE-00157,盅,中,皿,皿,16,5,0,0,-217.875
EDGE-01011,窩,咼,穴,穴,16,5,0,0,-219.25
EDGE-03743,漫,曼,氵,水,16,5,0,0,-221.375
EDGE-04925,蘺,離,艹,艸,8,5,0,0,-232.625
EDGE-04303,玻,皮,王,玉,16,5,0,0,-233.8125
EDGE-02554,蔞,婁,艹,艸,8,5,0,0,-245.0
EDGE-05984,錐,隹,釒,金,16,5,0,0,-253.4375
EDGE-05256,蜎,肙,虫,虫,8,5,0,0,-261.0
EDGE-05228,潚,肅,氵,水,8,5,0,0,-267.125
EDGE-04365,鑲,襄,釒,金,16,5,0,0,-273.6875
EDGE-01611,浤,宏,氵,水,8,5,0,0,-277.375
EDGE-03184,鱒,尊,魚,魚,8,5,0,0,-287.125
EDGE-01359,蓍,耆,艹,艸,8,5,0,0,-295.25
EDGE-04441,菰,孤,艹,艸,8,5,0,0,-300.0
EDGE-04557,脯,甫,肉,肉,16,5,0,0,-304.375
EDGE-05785,薜,辟,艹,艸,8,5,0,0,-304.375
EDGE-03167,健,建,亻,人,16,5,0,0,-309.25
EDGE-00830,靄,謁,雨,雨,16,5,0,0,-310.875
EDGE-02773,瞏,袁,罒,网,8,5,0,0,-312.5
EDGE-00873,窬,兪,穴,穴,16,5,0,0,-313.0
EDGE-00436,惡,亞,心,心,16,5,0,0,-316.875
EDGE-04739,鎰,益,釒,金,8,5,0,0,-325.25
EDGE-03649,輥,昆,車,車,8,5,0,0,-325.75
EDGE-03939,練,柬,糸,糸,16,5,0,0,-328.6875
EDGE-04446,窊,瓜,穴,穴,8,5,0,0,-328.75
EDGE-01453,伴,半,亻,人,16,5,0,0,-329.25
EDGE-02544,屨,婁,履,履,16,5,0,0,-332.1875
EDGE-01102,劫,去,力,力,8,5,0,0,-337.375
EDGE-04399,帗,犮,巾,巾,8,5,0,0,-345.5
EDGE-00353,茨,次,艹,艸,8,5,0,0,-346.625
EDGE-03571,渚,者,氵,水,16,5,0,0,-348.5
EDGE-00504,慘,參,忄,心,16,5,0,0,-353.6875
EDGE-01901,塔,荅,土,土,16,5,0,0,-354.4375
EDGE-05538,饉,堇,飠,食,16,5,0,0,-360.375
EDGE-03994,蕪,無,艹,艸,8,5,0,0,-371.0
EDGE-04466,煁,甚,火,火,8,5,0,0,-371.5
EDGE-03403,所,戶,斤,斤,16,5,0,0,-372.3125
EDGE-01034,溝,冓,氵,水,16,5,0,0,-374.6875
EDGE-06111,膏,高,肉,肉,16,5,0,0,-375.0625
EDGE-04990,織,戠,糸,糸,16,5,0,0,-376.6875
EDGE-04017,整,正,敕,敕,16,5,0,0,-379.6875
EDGE-05524,幭,蔑,巾,巾,8,5,0,0,-383.75
EDGE-03092,蹄,帝,𧾷,足,16,5,0,0,-390.875
EDGE-05914,狸,里,犭,犬,16,5,0,0,-392.25
EDGE-04428,舷,玄,舟,舟,16,5,0,0,-393.125
EDGE-03369,盞,戔,皿,皿,16,5,0,0,-393.25
EDGE-03216,佛,弗,亻,人,16,5,0,0,-403.5625
EDGE-02916,肛,工,肉,肉,16,5,0,0,-408.75
EDGE-04280,暖,爰,日,日,16,5,0,0,-409.0625
EDGE-00450,航,亢,舟,舟,16,5,0,0,-409.5
EDGE-00095,狙,且,犭,犬,16,5,0,0,-410.5625
EDGE-04022,砭,乏,石,石,16,5,0,0,-414.375
EDGE-01506,苫,占,艹,艸,8,5,0,0,-416.625
EDGE-03170,腱,建,肉,肉,16,5,0,0,-420.625
EDGE-03779,繪,會,糸,糸,16,5,0,0,-422.0625
EDGE-02236,珪,圭,王,玉,16,5,0,0,-431.0
EDGE-00359,吁,于,口,口,16,5,0,0,-432.25
EDGE-03384,惑,或,心,心,16,5,0,0,-438.75
EDGE-00315,鳩,九,鳥,鳥,16,5,0,0,-440.8125
EDGE-05239,搖,䍃,扌,手,16,5,0,0,-443.125
EDGE-04279,援,爰,扌,手,16,5,0,0,-444.0625
EDGE-06109,縞,高,糸,糸,16,5,0,0,-444.5
EDGE-03251,椽,彖,木,木,16,5,0,0,-453.375
EDGE-04184,黌,黃,學,學,16,5,0,0,-459.125
EDGE-01839,絡,各,糸,糸,16,5,0,0,-460.9375
EDGE-05657,蟹,解,虫,虫,8,5,0,0,-461.0
EDGE-04386,狀,爿,犬,犬,16,5,0,0,-471.375
EDGE-02325,征,正,彳,彳,16,5,0,0,-471.4375
EDGE-04357,孃,襄,女,女,16,5,0,0,-475.3125
EDGE-05093,曦,羲,日,日,16,5,0,0,-483.875
EDGE-03009,袞,㕣,衣,衣,16,5,0,0,-485.25
EDGE-00444,坑,亢,土,土,16,5,0,0,-487.5625
EDGE-03599,蔟,族,艹,艸,8,5,0,0,-505.0
EDGE-04086,髦,毛,髟,髟,16,5,0,0,-517.4375
EDGE-03889,襟,禁,衤,衣,16,5,0,0,-518.1875
EDGE-05269,瀛,嬴,氵,水,16,5,0,0,-521.5
EDGE-04811,霧,務,雨,雨,16,5,0,0,-526.5
EDGE-03207,笵,氾,竹,竹,8,5,0,0,-529.625
EDGE-05637,現,見,王,玉,16,5,0,0,-532.3125
EDGE-00178,烽,夆,火,火,16,5,0,0,-533.5
EDGE-01964,螳,堂,虫,虫,16,5,0,0,-534.4375
EDGE-04601,幅,畐,巾,巾,16,5,0,0,-534.75
EDGE-04527,蛹,甬,虫,虫,16,5,0,0,-535.625
EDGE-03757,甑,曾,瓦,瓦,16,5,0,0,-540.25
EDGE-02094,操,喿,扌,手,16,5,0,0,-540.75
EDGE-01767,蝴,胡,虫,虫,16,5,0,0,-543.1875
EDGE-05218,律,聿,彳,彳,16,5,0,0,-548.625
EDGE-00224,炒,少,火,火,16,5,0,0,-553.1875
EDGE-00336,芧,予,艹,艸,8,5,0,0,-568.375
EDGE-03605,壇,亶,土,土,16,5,0,0,-571.9375
EDGE-05772,劈,辟,刀,刀,16,5,0,0,-578.1875
EDGE-03867,憧,童,忄,心,16,5,0,0,-580.5625
EDGE-04396,雅,牙,隹,隹,16,5,0,0,-592.0
EDGE-02622,鞍,安,革,革,16,5,0,0,-595.625
EDGE-03364,棧,戔,木,木,16,5,0,0,-603.1875
EDGE-00974,簾,廉,竹,竹,16,5,0,0,-605.9375
EDGE-00640,零,令,雨,雨,16,5,0,0,-610.0
EDGE-03415,篇,扁,竹,竹,16,5,0,0,-614.5
EDGE-04946,魏,委,鬼,鬼,16,5,0,0,-622.375
